2.700000e+00	2.000000e-01
2.738000e+00	1.736842e-01
2.776000e+00	2.421053e-01
2.814000e+00	2.894737e-01
2.852000e+00	2.947368e-01
2.890000e+00	3.526316e-01
2.928000e+00	3.631579e-01
2.966000e+00	4.000000e-01
3.004000e+00	4.894737e-01
3.042000e+00	4.736842e-01
3.080000e+00	6.263158e-01
3.118000e+00	7.105263e-01
3.156000e+00	7.421053e-01
3.194000e+00	7.736842e-01
3.232000e+00	7.684211e-01
3.270000e+00	8.052632e-01
3.308000e+00	9.157895e-01
3.346000e+00	8.421053e-01
3.384000e+00	9.368421e-01
3.422000e+00	1.073684e+00
3.460000e+00	1.026316e+00
3.498000e+00	9.157895e-01
3.536000e+00	8.526316e-01
3.574000e+00	9.105263e-01
3.612000e+00	9.105263e-01
3.650000e+00	1.031579e+00
3.688000e+00	9.368421e-01
3.726000e+00	8.684211e-01
3.764000e+00	7.947368e-01
3.802000e+00	7.421053e-01
3.840000e+00	6.263158e-01
3.878000e+00	5.421053e-01
3.916000e+00	6.473684e-01
3.954000e+00	5.684211e-01
3.992000e+00	4.789474e-01
4.030000e+00	3.421053e-01
4.068000e+00	3.526316e-01
4.106000e+00	3.052632e-01
4.144000e+00	2.631579e-01
4.182000e+00	1.894737e-01
4.220000e+00	1.947368e-01
4.258000e+00	1.947368e-01
4.296000e+00	1.052632e-01
4.334000e+00	1.263158e-01
4.372000e+00	9.473684e-02
4.410000e+00	4.210526e-02
4.448000e+00	3.684211e-02
4.486000e+00	2.631579e-02
4.524000e+00	1.052632e-02
4.562000e+00	1.578947e-02
